Program,Name,Title,Profile_URL,Image_Path
Interaction Design,Anton Repponen,Co-Founder of Anton & Irene,https://harbour.space/faculty/anton-repponen,image_folder/anton-repponen.png
Interaction Design,Claudio Guglieri,Design Director at Microsoft Groove and Movies & TV Microsoft; Creative Director at Guglieri.com,https://harbour.space/faculty/claudio-guglieri,image_folder/claudio-guglieri.png
Interaction Design,Pancho Tolchinsky,Cognitive Science Missionary,https://harbour.space/faculty/pancho-tolchinsky,image_folder/pancho-tolchinsky.png
Interaction Design,Ben Hughes,Executive Creative Director @ Stink Studios,https://harbour.space/faculty/ben-hughes,image_folder/ben-hughes.png
Interaction Design,Hector Ayuso,"Founder, OFFF",https://harbour.space/faculty/hector-ayuso,image_folder/hector-ayuso.png
Interaction Design,Edu Wass,Co-founder and CTO of ContainerStudio,https://harbour.space/faculty/edu-wass,image_folder/edu-wass.png
Interaction Design,John Pett,Founder and Creative Director of Container Studio,https://harbour.space/faculty/john-pett,image_folder/john-pett.png
Interaction Design,Ron Wilde,User Experience Designer / Founder at Gap'cork llc,https://harbour.space/faculty/ron-wilde,image_folder/ron-wilde.png
Interaction Design,Miki Aso,"Co-Founder, CSO at Friends",https://harbour.space/faculty/miki-aso,image_folder/miki-aso.png
Interaction Design,David Mikula,Founder & CEO at Friends,https://harbour.space/faculty/david-mikula,image_folder/david-mikula.png
Interaction Design,Munish Dabas,Senior UX Engineer at Google,https://harbour.space/faculty/munish-dabas,image_folder/munish-dabas.png
Interaction Design,Rachel Inman,Interaction Designer at Google,https://harbour.space/faculty/rachel-inman,image_folder/rachel-inman.png
Interaction Design,Nathalie Koutia,"Communications Director and Social Media Manager, OFFF",https://harbour.space/faculty/nathalie-koutia,image_folder/nathalie-koutia.png
Interaction Design,Riccardo Giraldi,"Principal Creative Director, Microsoft",https://harbour.space/faculty/riccardo-giraldi,image_folder/riccardo-giraldi.png
Interaction Design,Tiziana Alocci,"founder and creative director at NECESSITY.INK,",https://harbour.space/faculty/tiziana-alocci,image_folder/tiziana-alocci.png
Interaction Design,Felipe Mahalem,"Associate Creative Director, Motion Graphics at R/GA",https://harbour.space/faculty/Felipe-Mahalem,image_folder/Felipe-Mahalem.png
Interaction Design,Daniel Ilario,Creative Director at C14TORCE,https://harbour.space/faculty/Daniel-Ilario,image_folder/Daniel-Ilario.png
Interaction Design,Joris Groen,Behavioral psychologist,https://harbour.space/faculty/Joris-Groen,image_folder/Joris-Groen.png
Interaction Design,Fabienne Plangger,Art Direction & Graphic Designer,https://harbour.space/faculty/Fabienne-Plangger,image_folder/Fabienne-Plangger.png
Interaction Design,Marcus Ivarsson,"Executive Creative Director, EF Education First",https://harbour.space/faculty/marcus-ivarsson,image_folder/marcus-ivarsson.png
Interaction Design,John Hutt,Senior Culinary Expert at REMY Robotics,https://harbour.space/faculty/John-Hutt,image_folder/John-Hutt.png
Interaction Design,Marcos Chin,"Freelance Illustrator, Adjunct Professor at School of Visual Arts",https://harbour.space/faculty/Marcos-Chin,image_folder/Marcos-Chin.png
Interaction Design,Rajiv Arjan,Senior UX Researcher at Google,https://harbour.space/faculty/rajiv-arjan,image_folder/rajiv-arjan.png
Interaction Design,Dina Amin,Founder at Tinker Studio,https://harbour.space/faculty/Dina-Amin,image_folder/Dina-Amin.png
Interaction Design,Koji Pereira,Senior Product Design Manager at Twitter,https://harbour.space/faculty/koji-pereira,image_folder/koji-pereira.png
Interaction Design,Lauren Celenza,"Design Lead, Writer, Journalist Seattle, WA, US",https://harbour.space/faculty/lauren-celenza,image_folder/lauren-celenza.png
Interaction Design,Stav Yosha,Artist,https://harbour.space/faculty/Stav-Yosha,image_folder/Stav-Yosha.png
Interaction Design,Joshua Tuscan,Co-founder at Studio Debut,https://harbour.space/faculty/joshua-tuscan,image_folder/joshua-tuscan.png
Interaction Design,Thaisa Fernandes,Program Manager at Twitter,https://harbour.space/faculty/Thaisa-Fernandes,image_folder/Thaisa-Fernandes.png
Interaction Design,Joshua Davis,"Founder and Creative Director, Joshua Davis Studios",https://harbour.space/faculty/joshua-davis,image_folder/joshua-davis.png
Interaction Design,Cyril Tsiboulski,Partner at Cloudred,https://harbour.space/faculty/Cyril-Tsiboulski,image_folder/Cyril-Tsiboulski.png
Interaction Design,Willy Wong,Freelance Creative Consultant,https://harbour.space/faculty/Willy-Wong,image_folder/Willy-Wong.png
Interaction Design,Elpida Tatidou,Co-Founder at Marcelpida - Product Studio,https://harbour.space/faculty/elpida-tatidou,image_folder/elpida-tatidou.png
Interaction Design,Shrey Malik,Senior Experience Designer at Frog,https://harbour.space/faculty/Shrey-Malik,image_folder/Shrey-Malik.png
Interaction Design,Gerard Pijoan,Head of Product Design at 14 Agency,https://harbour.space/faculty/gerard-pijoan,image_folder/gerard-pijoan.png
Interaction Design,Daniel Scheibel,Technical Director / Co-Founder at Red Paper Heart,https://harbour.space/faculty/Daniel-Scheibel,image_folder/Daniel-Scheibel.png
Interaction Design,Kasey Klimes,Founder & Principal Design Researcher at Rhizome R&D,https://harbour.space/faculty/Kasey-Klimes,image_folder/Kasey-Klimes.png
Interaction Design,Hiram Aragón,"Lead Designer at Frog Design, Barcelona.",https://harbour.space/faculty/Hiram-Aragon,image_folder/Hiram-Aragon.png
Interaction Design,Alina Romashkova,Senior Interaction/Product designer at Fiction Express Education,https://harbour.space/faculty/alina-romashkova,image_folder/alina-romashkova.png
Interaction Design,Egor Nelubin,Freelance UI Designer / Co-founder at Two Studio,https://harbour.space/faculty/egor-nelyubin,image_folder/egor-nelyubin.png
Interaction Design,Maya Tansey,UX/UI and Visual Designer,https://harbour.space/faculty/maya-tansey,image_folder/maya-tansey.png
Interaction Design,Irene Pereyra,Co-Founder of Anton & Irene,https://harbour.space/faculty/irene-pereyra,image_folder/irene-pereyra.png
Interaction Design,Zachi Diner,Founder of a design agency METHODIC.DESIGN,https://harbour.space/faculty/Zachi-Diner,image_folder/Zachi-Diner.png
Interaction Design,Phil Balagtas,Principal & Executive Design Director at HABITAT,https://harbour.space/faculty/Phil-Balagtas,image_folder/Phil-Balagtas.png
Interaction Design,Ksenya Samarskaya,"Creative Director, Samarskaya & Partners",https://harbour.space/faculty/ksenya-samarskaya,image_folder/ksenya-samarskaya.png
Interaction Design,Connie Lui,Partner / Creative Director at YummyColours,https://harbour.space/faculty/Connie-Lui,image_folder/Connie-Lui.png
Interaction Design,Diego Marini,Co-Founder & Creative Director at YummyColours,https://harbour.space/faculty/Diego-Marini,image_folder/Diego-Marini.png
Interaction Design,Brent Austin,Freelance Designer & Animator,https://harbour.space/faculty/Brent-Austin,image_folder/Brent-Austin.png
Interaction Design,Alfred Bosch,Writer and Historian,https://harbour.space/faculty/Alfred-Bosch,image_folder/Alfred-Bosch.png
Interaction Design,Matthew Waldman,Design Innovation Consultant,https://harbour.space/faculty/matthew-waldman,image_folder/matthew-waldman.png
Interaction Design,Cathelijn Kruunenberg,"Graphic designer, founder Studio&",https://harbour.space/faculty/Cathelijn-Kruunenberg,image_folder/Cathelijn-Kruunenberg.png
Interaction Design,Mariëlle van Genderen,"Graphic designer, founder Studio&",https://harbour.space/faculty/marielle-van-genderen,image_folder/marielle-van-genderen.png
Interaction Design,Po-Chen Chia,Freelance motion director and animator,https://harbour.space/faculty/po-chen-chia,image_folder/po-chen-chia.png
Interaction Design,Alice Ro,Design Strategist at Memorial Sloan Kettering Cancer Center,https://harbour.space/faculty/Alice-Ro,image_folder/Alice-Ro.png
Interaction Design,Daniel Savage,Independent Designer and Director,https://harbour.space/faculty/daniel-savage,image_folder/daniel-savage.png
Interaction Design,Yin Liu,Freelance Game Developer,https://harbour.space/faculty/Yin-Liu,image_folder/Yin-Liu.png
Interaction Design,Ivan Cash,Founder of Cash Studios,https://harbour.space/faculty/ivan-cash,image_folder/ivan-cash.png
Interaction Design,Hjörtur Hilmarsson,"Co-Founder, Creative Developer and CEO at 14islands",https://harbour.space/faculty/Hj-rtur-Hilmarsson,image_folder/Hj-rtur-Hilmarsson.png
Interaction Design,Ricardo Mendieta,"Head of Digital, Harbour.Space",https://harbour.space/faculty/ricardo-mendieta,image_folder/ricardo-mendieta.png
Interaction Design,Jaclyn McKay,"Senior Designer, Riftweaver",https://harbour.space/faculty/Jaclyn-McKay,image_folder/Jaclyn-McKay.png
Interaction Design,Matteo Loglio,Founder at Oio.studio,https://harbour.space/faculty/Matteo-Loglio,image_folder/Matteo-Loglio.png
Interaction Design,Tien Nguyen,Design Director at rice Studios,https://harbour.space/faculty/tien-nguyen,image_folder/tien-nguyen.png
Interaction Design,Leonardo Martínez Arias,"Professor and Lecturer, Cultural centers and other private spaces",https://harbour.space/faculty/Leonardo-Martinez,image_folder/Leonardo-Martinez.png
Interaction Design,Laura Alejo,Freelance Art Director and Illustrator,https://harbour.space/faculty/Laura-Alejo,image_folder/Laura-Alejo.png
High-tech Entrepreneurship,Don Ritzen,Founder & CEO at Stealth Mode,https://harbour.space/faculty/don-ritzen,image_folder/don-ritzen.png
High-tech Entrepreneurship,Kamran Elahian,Founder and Chairman at Global Innovation Catalyst,https://harbour.space/faculty/kamran-elahian,image_folder/kamran-elahian.png
High-tech Entrepreneurship,Teimour Agaev,"Partner at Sagasser, Member of Moscow and Paris Bars",https://harbour.space/faculty/teimour-agaev,image_folder/teimour-agaev.png
High-tech Entrepreneurship,Stephanie Hospital,"Founder and CEO, OneRagtime",https://harbour.space/faculty/Stephanie-Hospital,image_folder/Stephanie-Hospital.png
High-tech Entrepreneurship,Zohre Elahian,Managing Director at Global Catalyst Foundation,https://harbour.space/faculty/zohre-elahian,image_folder/zohre-elahian.png
High-tech Entrepreneurship,Caroline Szymanski,"PhD, Research Fellow at Max Planck Institute for Human Development and Berlin School of Mind and Brain",https://harbour.space/faculty/caroline-szymanski,image_folder/caroline-szymanski.png
High-tech Entrepreneurship,Erbil Karaman,Advisor 500 Startups,https://harbour.space/faculty/erbil-karaman,image_folder/erbil-karaman.png
High-tech Entrepreneurship,Ron Johnson,Product Owner for National Video Information System (NVIS),https://harbour.space/faculty/ron-johnson,image_folder/ron-johnson.png
High-tech Entrepreneurship,Vadim Tarasov,Venture Partner at Target Global,https://harbour.space/faculty/vadim-tarasov,image_folder/vadim-tarasov.png
High-tech Entrepreneurship,Hannes Chopra,CEO of RaSa Consulting UG,https://harbour.space/faculty/hannes-chopra,image_folder/hannes-chopra.png
High-tech Entrepreneurship,Tair Assimov,CEO of Dockbit,https://harbour.space/faculty/tair-assimov,image_folder/tair-assimov.png
High-tech Entrepreneurship,Dmitry Skorinko,CEO at Eliport,https://harbour.space/faculty/dmitry-skorinko,image_folder/dmitry-skorinko.png
High-tech Entrepreneurship,Jamie Inman,"Assistant Headmaster for Institutional Advancement, Christ Church Episcopal School",https://harbour.space/faculty/jamie-inman,image_folder/jamie-inman.png
High-tech Entrepreneurship,Cristian Oglio,"Economist, Legal and Taxes Advisor, Insolvency Administrator and Entrepreneur",https://harbour.space/faculty/cristian-oglio,image_folder/cristian-oglio.png
High-tech Entrepreneurship,Estefania Santacreu Vasut,"PhD, Associate Professor in Economics chez ESSEC Business School and THEMA",https://harbour.space/faculty/estefania-santacreu-vasut,image_folder/estefania-santacreu-vasut.png
High-tech Entrepreneurship,Fil Guijarro,"Business Development & Sales Consultant, Mentor & Speaker",https://harbour.space/faculty/fil-guijarro,image_folder/fil-guijarro.png
High-tech Entrepreneurship,Christian Palau,SVP Business Development at REDARBOR,https://harbour.space/faculty/christian-palau,image_folder/christian-palau.png
High-tech Entrepreneurship,Max Meyer,CEO at Masii.com,https://harbour.space/faculty/max-meyer,image_folder/max-meyer.png
High-tech Entrepreneurship,Scott Mackin,Founder of Bourbon & Barcinno,https://harbour.space/faculty/scott-mackin,image_folder/scott-mackin.png
High-tech Entrepreneurship,Christopher Fabian,Co-lead UNICEF's Innovation Unit,https://harbour.space/faculty/christopher-fabian,image_folder/christopher-fabian.png
High-tech Entrepreneurship,Ingo Beyer von Morgenstern,"Emeritus Head of European and Asian High-Tech, Telecom and Media Practice, McKinsey & Co.",https://harbour.space/faculty/ingo-beyer-von-morgenstern,image_folder/ingo-beyer-von-morgenstern.png
High-tech Entrepreneurship,Stephanie Schwab,CEO at Crackerjack Marketing,https://harbour.space/faculty/stephanie-schwab,image_folder/stephanie-schwab.png
High-tech Entrepreneurship,Dia Bondi,Communications Catalyst and creator Ask Like an Auctioneer,https://harbour.space/faculty/dia-bondi,image_folder/dia-bondi.png
High-tech Entrepreneurship,Gregory LaBlanc,"Lecturer at Berkeley, Stanford, HEC, & Host @ UNSILOED podcast",https://harbour.space/faculty/Gregory-LaBlanc,image_folder/Gregory-LaBlanc.png
High-tech Entrepreneurship,Ian Collingwood,Principal at UXdna,https://harbour.space/faculty/Ian-Collingwood,image_folder/Ian-Collingwood.png
High-tech Entrepreneurship,Amarit Charoenphan,Managing Partner at Aim Ventures,https://harbour.space/faculty/Amarit-Charoenphan,image_folder/Amarit-Charoenphan.png
High-tech Entrepreneurship,Leart Zogjani,"Founder of Skins Agency, co-founder of Symbolt.io",https://harbour.space/faculty/Leart-Zogjan,image_folder/Leart-Zogjan.png
High-tech Entrepreneurship,Parham Holakouee,"Core Faculty at Pepperdine University, Graduate School of Education and Psychology",https://harbour.space/faculty/parham-holakouee,image_folder/parham-holakouee.png
High-tech Entrepreneurship,Adrianne Aiko Thompson,Professor of World Languages at Miami Dade College  thompson,https://harbour.space/faculty/adrianne-aiko,image_folder/adrianne-aiko.png
High-tech Entrepreneurship,Natalia Kotlyarova,"Business trainer for communication and public speaking. Team coach, executive coach for deep transformation. Culture transformation and science of happiness expert.",https://harbour.space/faculty/natasha-kotlyarova,image_folder/natasha-kotlyarova.png
High-tech Entrepreneurship,Vladislav Poshmorga,Chief Investment Officer at SDVentures,https://harbour.space/faculty/Vladislav-Poshmorga,image_folder/Vladislav-Poshmorga.png
High-tech Entrepreneurship,Pierre-Pascal Urbon,Chairman INSTAGRID / Board Member VAMO,https://harbour.space/faculty/Pierre-Pascal-Urbon,image_folder/Pierre-Pascal-Urbon.png
High-tech Entrepreneurship,Kathy Zhao,"Head of Product (Former Amazon, Tencent, Mastercard); Startup operator and advisor",https://harbour.space/faculty/kathy-zhao,image_folder/kathy-zhao.png
High-tech Entrepreneurship,Pete Silvester,Director at xCelery,https://harbour.space/faculty/Pete-Silvester,image_folder/Pete-Silvester.png
High-tech Entrepreneurship,Malte Prien,Serial Entrepreneur,https://harbour.space/faculty/malte-prien,image_folder/malte-prien.png
High-tech Entrepreneurship,Abdullah Al-Shaksy,Co-Founder & CEO at Phaze Ventures,https://harbour.space/faculty/Abdullah-Al-Shaksy,image_folder/Abdullah-Al-Shaksy.png
High-tech Entrepreneurship,Daniel Kozlov,"Co-Founder and CCO at Innovera.ai, Startup and Corporate Innovation Expert, Educator",https://harbour.space/faculty/Daniel-Kozlov,image_folder/Daniel-Kozlov.png
High-tech Entrepreneurship,Ramin Salehi Jannati,Senior Manager Sales Development at Jamf  jannati,https://harbour.space/faculty/Ramin-Salehi,image_folder/Ramin-Salehi.png
High-tech Entrepreneurship,Bianca Praetorius,Startup Pitch & Public Speaking Expert. Entrepreneurial Activist & TV host.,https://harbour.space/faculty/bianca-praetorius,image_folder/bianca-praetorius.png
High-tech Entrepreneurship,Aline Badr,"Global Executive Coach, PCC, CPCC CEO Reputation Advisor",https://harbour.space/faculty/Aline-Badr,image_folder/Aline-Badr.png
High-tech Entrepreneurship,Breck Hancock,Chief Legal & Operating Officer at DST Global,https://harbour.space/faculty/breck-hancock,image_folder/breck-hancock.png
High-tech Entrepreneurship,Catherine Schoendorff,Partner and co-curator of The Value Department. Former CEO Mercer Switzerland.,https://harbour.space/faculty/Catherine-Schoendorff,image_folder/Catherine-Schoendorff.png
High-tech Entrepreneurship,Alejandro Masferrer,Founder and Facilitator at Triggers,https://harbour.space/faculty/Alejandro-Masferrer,image_folder/Alejandro-Masferrer.png
High-tech Entrepreneurship,Eric Dawson,CEO at Peace First,https://harbour.space/faculty/Eric-Dawson,image_folder/Eric-Dawson.png
High-tech Entrepreneurship,Alexander Pustovit,"Managing Partner @ Honey Badgers, Head Coach @ Global Innovation Catalyst",https://harbour.space/faculty/Alexander-Pustovit,image_folder/Alexander-Pustovit.png
High-tech Entrepreneurship,Laura Morris,"Programme Leader, Transformation Delivery Specialist, Coach. Owner and Director of FoxHouse.",https://harbour.space/faculty/Laura-Morris,image_folder/Laura-Morris.png
High-tech Entrepreneurship,Tarmo Virki,"Editor, Entrepreneur",https://harbour.space/faculty/Tarmo-Virki,image_folder/Tarmo-Virki.png
High-tech Entrepreneurship,Susan Akbarpour,Managing partner at Candou Ventures,https://harbour.space/faculty/Susan-Akbarpour,image_folder/Susan-Akbarpour.png
High-tech Entrepreneurship,Igor Ryabenkiy,Founder and General Partner at AltaIR Capital,https://harbour.space/faculty/Igor-Ryabenkiy,image_folder/Igor-Ryabenkiy.png
High-tech Entrepreneurship,Barry White,Growth Hacking and Mobile Startup Specialist,https://harbour.space/faculty/Barry-White,image_folder/Barry-White.png
High-tech Entrepreneurship,Luiz Fittipaldi,Global Strategy & Planning Manager at PREPLY,https://harbour.space/faculty/Luiz-Fittipaldi,image_folder/Luiz-Fittipaldi.png
High-tech Entrepreneurship,Sharinee Shannon Kalayanamitr,"Independent Board at Pi Securities, MD at Ikigai Group",https://harbour.space/faculty/Sharinee-Shannon-Kalayanamitr,image_folder/Sharinee-Shannon-Kalayanamitr.png
High-tech Entrepreneurship,Temsiri Sujaritchant,"CEO & Founder of AccelWise Co., Ltd.",https://harbour.space/faculty/Temsiri-Sujaritchant,image_folder/Temsiri-Sujaritchant.png
High-tech Entrepreneurship,Fredrik Wester,"Co-Founder, Executive Chairman of the Board of Paradox Interactive",https://harbour.space/faculty/fredrik-wester,image_folder/fredrik-wester.png
High-tech Entrepreneurship,Amir Kassaei,G.O.A.T. aka K.O.C. at KASSÆI,https://harbour.space/faculty/Amir-Kassaei,image_folder/Amir-Kassaei.png
High-tech Entrepreneurship,Bonnie Rothman,Founder & President at Company B,https://harbour.space/faculty/bonnie-rothman,image_folder/bonnie-rothman.png
High-tech Entrepreneurship,Srilekha Akula,"TPM Lead, Google",https://harbour.space/faculty/srilekha-akula,image_folder/srilekha-akula.png
High-tech Entrepreneurship,Natthapong Sasasmit,Labs Manager at WeWork,https://harbour.space/faculty/Natthapong-Sasasmit,image_folder/Natthapong-Sasasmit.png
High-tech Entrepreneurship,Andreas Jaegle,"Vice President Operations, HitFox Group",https://harbour.space/faculty/andreas-jaegle,image_folder/andreas-jaegle.png
High-tech Entrepreneurship,Robbert van Geldrop,Entrepreneur and Investor,https://harbour.space/faculty/Robbert-van-Geldrop,image_folder/Robbert-van-Geldrop.png
High-tech Entrepreneurship,Prim Jitcharoongphorn,"Chairman of the Executive Board at Allied Metals (Thailand) Co., Ltd.",https://harbour.space/faculty/Prim-Jitcharoongphorn,image_folder/Prim-Jitcharoongphorn.png
High-tech Entrepreneurship,Jason Minkee Kim,Head of Corporate Development at ProtoPie,https://harbour.space/faculty/Jason-Minkee-Kim,image_folder/Jason-Minkee-Kim.png
High-tech Entrepreneurship,Kanetaka Maki,"Associate Professor, Waseda Business School",https://harbour.space/faculty/Kanetaka-Maki,image_folder/Kanetaka-Maki.png
High-tech Entrepreneurship,Mikhail Kudinov,Co-Founder & CCO at VeeRoute,https://harbour.space/faculty/mikhail-kudinov,image_folder/mikhail-kudinov.png
High-tech Entrepreneurship,Alexander Malov,Senior Product Manager,https://harbour.space/faculty/alexander-malov,image_folder/alexander-malov.png
High-tech Entrepreneurship,Choedpong Khannabha,Managing Director at Frontier Innovation,https://harbour.space/faculty/Choendpong-Khannabha,image_folder/Choendpong-Khannabha.png
High-tech Entrepreneurship,Greg Beatty,Cyber Law & Compliance Lead,https://harbour.space/faculty/Greg-Beatty,image_folder/Greg-Beatty.png
High-tech Entrepreneurship,Brie E Anderson,Owner at BEAST Analytics,https://harbour.space/faculty/Briana-Anderson,image_folder/Briana-Anderson.png
High-tech Entrepreneurship,Ignacio Mas,"Outside Director at Gojo & Company, Japan",https://harbour.space/faculty/Ignacio-Mas,image_folder/Ignacio-Mas.png
High-tech Entrepreneurship,Master Can,34th Generation Shaolin Warrior Monk   (master can),https://harbour.space/faculty/guangcan-wang,image_folder/guangcan-wang.png
High-tech Entrepreneurship,Katya de Freedericksz,Entrepreneur & Growth Marketing Advisor,https://harbour.space/faculty/katya-sivkova,image_folder/katya-sivkova.png
High-tech Entrepreneurship,Kevin Madill,Investment Director at MaRS Investment Accelerator Fund,https://harbour.space/faculty/Kevin-Madill,image_folder/Kevin-Madill.png
Product Management,Kevin Madill,Investment Director at MaRS Investment Accelerator Fund,https://harbour.space/faculty/Kevin-Madill,image_folder/Kevin-Madill.png
Product Management,Aleksandr Simukovic,"Senior Product Manager, Adjust",https://harbour.space/faculty/Aleksandr-Simukovic,image_folder/Aleksandr-Simukovic.png
Product Management,Charles Farina,Director of Analytics at Analytics Pros,https://harbour.space/faculty/charles-farina,image_folder/charles-farina.png
Product Management,Alejandro Rigatuso,"Growth Marketing Specialist, Director of SEO at Toptal",https://harbour.space/faculty/alejandro-rigatuso,image_folder/alejandro-rigatuso.png
Product Management,Dmitry Skorinko,CEO at Eliport,https://harbour.space/faculty/dmitry-skorinko,image_folder/dmitry-skorinko.png
Product Management,Don Ritzen,Founder & CEO at Stealth Mode,https://harbour.space/faculty/don-ritzen,image_folder/don-ritzen.png
Product Management,Alexander Malov,Senior Product Manager,https://harbour.space/faculty/alexander-malov,image_folder/alexander-malov.png
Product Management,Mikhail Kudinov,Co-Founder & CCO at VeeRoute,https://harbour.space/faculty/mikhail-kudinov,image_folder/mikhail-kudinov.png
Product Management,Fredrik Wester,"Co-Founder, Executive Chairman of the Board of Paradox Interactive",https://harbour.space/faculty/fredrik-wester,image_folder/fredrik-wester.png
Product Management,Irene Pereyra,Co-Founder of Anton & Irene,https://harbour.space/faculty/irene-pereyra,image_folder/irene-pereyra.png
Product Management,Ron Wilde,User Experience Designer / Founder at Gap'cork llc,https://harbour.space/faculty/ron-wilde,image_folder/ron-wilde.png
Product Management,Joshua Tuscan,Co-founder at Studio Debut,https://harbour.space/faculty/joshua-tuscan,image_folder/joshua-tuscan.png
Product Management,Lauren Celenza,"Design Lead, Writer, Journalist Seattle, WA, US",https://harbour.space/faculty/lauren-celenza,image_folder/lauren-celenza.png
Product Management,Alex Nechoroskovas,Founder&CEO at Revenue Atoms,https://harbour.space/faculty/Alex-Nechoroskovas,image_folder/Alex-Nechoroskovas.png
Product Management,Robbert van Geldrop,Entrepreneur and Investor,https://harbour.space/faculty/Robbert-van-Geldrop,image_folder/Robbert-van-Geldrop.png
Product Management,Barry White,Growth Hacking and Mobile Startup Specialist,https://harbour.space/faculty/Barry-White,image_folder/Barry-White.png
